variant,inst_type,n,density,beam_width,avg_obj,avg_time,avg_gap,std_gap,max_gap,success_rate
V2_Dynamic_Greedy,Gallo,75,0.25,1,32424.166666666668,0.546875,,,,
V3_Diverse_Beam_Static,Gallo,75,0.25,5,32424.0,3.279166666666667,,,,
V3b_Standard_Beam,Gallo,75,0.25,5,32436.13333333333,2.177083333333333,,,,
V3c_Standard_Beam_Static,Gallo,75,0.25,5,32432.166666666668,1.1916666666666669,,,,
V4_Full_Proposed,Gallo,75,0.25,5,32435.966666666667,4.3421875,,,,
Fennich_Baseline,Gallo,75,0.5,0,65928.56666666667,167.3484375,,,,
V1_Static_Greedy,Gallo,75,0.5,1,65975.6,0.3151041666666667,,,,
V2_Dynamic_Greedy,Gallo,75,0.5,1,65972.1,0.5432291666666667,,,,
V3_Diverse_Beam_Static,Gallo,75,0.5,5,65986.26666666666,3.4671875,,,,
V3b_Standard_Beam,Gallo,75,0.5,5,65986.26666666666,2.238020833333333,,,,
V3c_Standard_Beam_Static,Gallo,75,0.5,5,65986.26666666666,1.2546875,,,,
V4_Full_Proposed,Gallo,75,0.5,5,65986.26666666666,4.521875,,,,
Fennich_Baseline,Gallo,75,0.75,0,114807.46666666666,208.0734375,,,,
V1_Static_Greedy,Gallo,75,0.75,1,114832.16666666669,0.3838541666666666,,,,
V2_Dynamic_Greedy,Gallo,75,0.75,1,114832.9,0.6536458333333334,,,,
V3_Diverse_Beam_Static,Gallo,75,0.75,5,114832.16666666669,4.196354166666667,,,,
V3b_Standard_Beam,Gallo,75,0.75,5,114835.23333333334,2.6630208333333334,,,,
V3c_Standard_Beam_Static,Gallo,75,0.75,5,114835.23333333334,1.5239583333333333,,,,
V4_Full_Proposed,Gallo,75,0.75,5,114835.23333333334,5.575,,,,
Fennich_Baseline,Gallo,75,1.0,0,142384.7,187.4177083333333,,,,
V1_Static_Greedy,Gallo,75,1.0,1,142533.83333333334,0.3390625,,,,
V2_Dynamic_Greedy,Gallo,75,1.0,1,142531.43333333332,0.5864583333333333,,,,
V3_Diverse_Beam_Static,Gallo,75,1.0,5,142538.13333333333,3.5765625,,,,
V3b_Standard_Beam,Gallo,75,1.0,5,142544.0,2.4390625,,,,
V3c_Standard_Beam_Static,Gallo,75,1.0,5,142544.0,1.3682291666666666,,,,
V4_Full_Proposed,Gallo,75,1.0,5,142541.5,4.8171875,,,,
Fennich_Baseline,Gallo,100,0.25,0,,,,,,
V1_Static_Greedy,Gallo,100,0.25,1,74141.13333333333,0.8552083333333333,,,,
V2_Dynamic_Greedy,Gallo,100,0.25,1,74146.8,1.4197916666666666,,,,
V3_Diverse_Beam_Static,Gallo,100,0.25,5,74151.93333333333,9.3421875,,,,
V3b_Standard_Beam,Gallo,100,0.25,5,74162.43333333333,6.1046875,,,,
V3c_Standard_Beam_Static,Gallo,100,0.25,5,74162.43333333333,3.466666666666667,,,,
V4_Full_Proposed,Gallo,100,0.25,5,74157.8,12.2375,,,,
Fennich_Baseline,Gallo,100,0.5,0,,,,,,
V1_Static_Greedy,Gallo,100,0.5,1,132692.93333333332,0.78125,,,,
V2_Dynamic_Greedy,Gallo,100,0.5,1,132704.23333333334,1.3875,,,,
V3_Diverse_Beam_Static,Gallo,100,0.5,5,132705.46666666667,8.628125,,,,
V3b_Standard_Beam,Gallo,100,0.5,5,132707.5,5.702083333333333,,,,
V3c_Standard_Beam_Static,Gallo,100,0.5,5,132707.5,3.2213541666666665,,,,
V4_Full_Proposed,Gallo,100,0.5,5,132707.1,11.366145833333333,,,,
Fennich_Baseline,Gallo,100,0.75,0,,,,,,
V1_Static_Greedy,Gallo,100,0.75,1,203837.2333333333,0.7984375,,,,
V2_Dynamic_Greedy,Gallo,100,0.75,1,203838.2,1.3770833333333334,,,,
V3_Diverse_Beam_Static,Gallo,100,0.75,5,203842.03333333333,8.684375,,,,
V3b_Standard_Beam,Gallo,100,0.75,5,203843.0,5.761458333333334,,,,
V3c_Standard_Beam_Static,Gallo,100,0.75,5,203843.0,3.2817708333333333,,,,
V4_Full_Proposed,Gallo,100,0.75,5,203843.0,11.398958333333333,,,,
Fennich_Baseline,Gallo,100,1.0,0,,,,,,
V1_Static_Greedy,Gallo,100,1.0,1,281166.36666666664,0.9177083333333332,,,,
V2_Dynamic_Greedy,Gallo,100,1.0,1,281163.9,1.6145833333333333,,,,
V3_Diverse_Beam_Static,Gallo,100,1.0,5,281166.36666666664,9.5515625,,,,
V3b_Standard_Beam,Gallo,100,1.0,5,281166.36666666664,6.18125,,,,
V3c_Standard_Beam_Static,Gallo,100,1.0,5,281166.36666666664,3.5786458333333333,,,,
V4_Full_Proposed,Gallo,100,1.0,5,281166.36666666664,12.085416666666667,,,,
Fennich_Baseline,Gallo,150,0.25,0,,,,,,
V1_Static_Greedy,Gallo,150,0.25,1,157311.0,2.4859375,,,,
V2_Dynamic_Greedy,Gallo,150,0.25,1,157332.43333333332,4.300520833333334,,,,
V3_Diverse_Beam_Static,Gallo,150,0.25,5,157330.66666666666,28.13489583333333,,,,
V3b_Standard_Beam,Gallo,150,0.25,5,157344.86666666667,18.930729166666666,,,,
V3c_Standard_Beam_Static,Gallo,150,0.25,5,157333.86666666667,10.728645833333331,,,,
V4_Full_Proposed,Gallo,150,0.25,5,157342.16666666666,37.36302083333333,,,,
Fennich_Baseline,Gallo,150,0.5,0,,,,,,
V1_Static_Greedy,Gallo,150,0.5,1,275227.0333333333,2.24375,,,,
V2_Dynamic_Greedy,Gallo,150,0.5,1,275229.6,4.022395833333333,,,,
V3_Diverse_Beam_Static,Gallo,150,0.5,5,275231.7,25.633854166666666,,,,
V3b_Standard_Beam,Gallo,150,0.5,5,275242.0333333333,17.378125,,,,
V3c_Standard_Beam_Static,Gallo,150,0.5,5,275240.63333333336,9.721875,,,,
V4_Full_Proposed,Gallo,150,0.5,5,275241.63333333336,34.50364583333333,,,,
Fennich_Baseline,Gallo,150,0.75,0,,,,,,
V1_Static_Greedy,Gallo,150,0.75,1,459848.5,2.417708333333333,,,,
V2_Dynamic_Greedy,Gallo,150,0.75,1,459860.43333333335,4.361979166666667,,,,
V3_Diverse_Beam_Static,Gallo,150,0.75,5,459852.8666666666,28.0890625,,,,
V3b_Standard_Beam,Gallo,150,0.75,5,459862.5,18.4421875,,,,
V3c_Standard_Beam_Static,Gallo,150,0.75,5,459859.0333333333,10.716666666666669,,,,
V4_Full_Proposed,Gallo,150,0.75,5,459862.5,36.5515625,,,,
Fennich_Baseline,Gallo,150,1.0,0,,,,,,
V1_Static_Greedy,Gallo,150,1.0,1,582171.4,2.4046875,,,,
V2_Dynamic_Greedy,Gallo,150,1.0,1,582167.6,4.241666666666666,,,,
V3_Diverse_Beam_Static,Gallo,150,1.0,5,582180.1666666666,26.405729166666667,,,,
V3b_Standard_Beam,Gallo,150,1.0,5,582181.5,18.09895833333333,,,,
V3c_Standard_Beam_Static,Gallo,150,1.0,5,582181.5,10.194791666666667,,,,
V4_Full_Proposed,Gallo,150,1.0,5,582181.5,36.54635416666667,,,,
Fennich_Baseline,Hidden_Clique,10,0.0,0,6.0,0.0005208333333333,0.0,0.0,0.0,100.0
V1_Static_Greedy,Hidden_Clique,10,0.0,1,6.0,0.0005208333333333,0.0,0.0,0.0,100.0
V2_Dynamic_Greedy,Hidden_Clique,10,0.0,1,6.0,0.0,0.0,0.0,0.0,100.0
V3_Diverse_Beam_Static,Hidden_Clique,10,0.0,6,6.0,0.0010416666666666,0.0,0.0,0.0,100.0
V3b_Standard_Beam,Hidden_Clique,10,0.0,6,6.0,0.0010416666666666,0.0,0.0,0.0,100.0
V3c_Standard_Beam_Static,Hidden_Clique,10,0.0,6,6.0,0.0010416666666666,0.0,0.0,0.0,100.0
V4_Full_Proposed,Hidden_Clique,10,0.0,6,6.0,0.0026041666666666,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,25,0.0,0,20.0,0.0192708333333333,0.0,0.0,0.0,100.0
V1_Static_Greedy,Hidden_Clique,25,0.0,1,19.4,0.0005208333333333,3.0,6.4031242374328485,30.0,76.66666666666667
V2_Dynamic_Greedy,Hidden_Clique,25,0.0,1,19.73333333333333,0.0015625,1.3333333333333333,3.399346342395189,10.0,86.66666666666667
V3_Diverse_Beam_Static,Hidden_Clique,25,0.0,13,20.0,0.015625,0.0,0.0,0.0,100.0
V3b_Standard_Beam,Hidden_Clique,25,0.0,13,20.0,0.0083333333333333,0.0,0.0,0.0,100.0
V3c_Standard_Beam_Static,Hidden_Clique,25,0.0,13,20.0,0.00625,0.0,0.0,0.0,100.0
V4_Full_Proposed,Hidden_Clique,25,0.0,13,20.0,0.025,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,40,0.0,0,30.0,0.0854166666666666,0.0,0.0,0.0,100.0
V1_Static_Greedy,Hidden_Clique,40,0.0,1,29.066666666666663,0.0015625,3.111111111111112,4.121608220220313,13.333333333333334,60.0
V2_Dynamic_Greedy,Hidden_Clique,40,0.0,1,29.666666666666668,0.0052083333333333,1.1111111111111112,2.484519974999766,6.666666666666667,83.33333333333334
V3_Diverse_Beam_Static,Hidden_Clique,40,0.0,21,30.0,0.0703125,0.0,0.0,0.0,100.0
V3b_Standard_Beam,Hidden_Clique,40,0.0,21,30.0,0.025,0.0,0.0,0.0,100.0
V3c_Standard_Beam_Static,Hidden_Clique,40,0.0,21,30.0,0.0171875,0.0,0.0,0.0,100.0
V4_Full_Proposed,Hidden_Clique,40,0.0,21,30.0,0.1140625,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,50,0.0,0,41.93333333333333,0.196875,0.1587301587301587,0.862001593901869,4.761904761904762,96.66666666666669
V1_Static_Greedy,Hidden_Clique,50,0.0,1,40.333333333333336,0.0026041666666666,3.968253968253968,3.495669134213531,9.523809523809524,36.66666666666666
V2_Dynamic_Greedy,Hidden_Clique,50,0.0,1,41.4,0.0104166666666666,1.4285714285714284,2.790221560515388,9.523809523809524,76.66666666666667
V3_Diverse_Beam_Static,Hidden_Clique,50,0.0,27,42.0,0.1817708333333333,0.0,0.0,0.0,100.0
V3b_Standard_Beam,Hidden_Clique,50,0.0,27,42.0,0.0536458333333333,0.0,0.0,0.0,100.0
V3c_Standard_Beam_Static,Hidden_Clique,50,0.0,27,42.0,0.0380208333333333,0.0,0.0,0.0,100.0
V4_Full_Proposed,Hidden_Clique,50,0.0,27,42.0,0.2307291666666666,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,60,0.0,0,42.0,0.3145833333333333,0.0,0.0,0.0,100.0
V1_Static_Greedy,Hidden_Clique,60,0.0,1,40.333333333333336,0.003125,3.968253968253968,3.7055928666440487,9.523809523809524,40.0
V2_Dynamic_Greedy,Hidden_Clique,60,0.0,1,41.46666666666667,0.015625,1.2698412698412695,2.105793517685969,4.761904761904762,73.33333333333333
V3_Diverse_Beam_Static,Hidden_Clique,60,0.0,35,42.0,0.3260416666666667,0.0,0.0,0.0,100.0
V3b_Standard_Beam,Hidden_Clique,60,0.0,35,42.0,0.0822916666666666,0.0,0.0,0.0,100.0
V3c_Standard_Beam_Static,Hidden_Clique,60,0.0,35,42.0,0.0552083333333333,0.0,0.0,0.0,100.0
V4_Full_Proposed,Hidden_Clique,60,0.0,35,42.0,0.4119791666666667,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,75,0.0,0,55.93333333333333,0.7036458333333333,0.119047619047619,0.6465011954264019,3.571428571428572,96.66666666666669
V1_Static_Greedy,Hidden_Clique,75,0.0,1,53.4,0.0072916666666666,4.642857142857143,3.343945691711462,14.285714285714286,16.666666666666664
V2_Dynamic_Greedy,Hidden_Clique,75,0.0,1,54.333333333333336,0.0239583333333333,2.976190476190476,3.069951656720864,7.142857142857143,46.66666666666666
V3_Diverse_Beam_Static,Hidden_Clique,75,0.0,49,55.93333333333333,0.8463541666666666,0.119047619047619,0.6410910484683934,3.571428571428572,96.66666666666669
V3b_Standard_Beam,Hidden_Clique,75,0.0,49,55.93333333333333,0.2171875,0.119047619047619,0.6410910484683934,3.571428571428572,96.66666666666669
V3c_Standard_Beam_Static,Hidden_Clique,75,0.0,49,55.86666666666667,0.1416666666666666,0.2380952380952381,0.8908708063747481,3.571428571428572,93.33333333333331
V4_Full_Proposed,Hidden_Clique,75,0.0,49,56.0,1.1348958333333334,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,85,0.0,0,71.13333333333334,1.1619791666666666,1.2037037037037033,1.3881039841136338,2.7777777777777777,56.66666666666666
V1_Static_Greedy,Hidden_Clique,85,0.0,1,67.33333333333333,0.0083333333333333,6.481481481481482,3.884477215445006,13.88888888888889,13.333333333333334
V2_Dynamic_Greedy,Hidden_Clique,85,0.0,1,68.73333333333333,0.0385416666666666,4.537037037037036,2.911886146947479,11.11111111111111,16.666666666666664
V3_Diverse_Beam_Static,Hidden_Clique,85,0.0,61,71.8,1.6270833333333334,0.2777777777777777,0.8333333333333335,2.7777777777777777,90.0
V3b_Standard_Beam,Hidden_Clique,85,0.0,61,71.6,0.2692708333333333,0.5555555555555555,1.111111111111111,2.7777777777777777,80.0
V3c_Standard_Beam_Static,Hidden_Clique,85,0.0,61,71.26666666666667,0.2052083333333333,1.0185185185185186,1.6794775136312086,5.555555555555555,70.0
V4_Full_Proposed,Hidden_Clique,85,0.0,61,72.0,2.1869791666666667,0.0,0.0,0.0,100.0
Fennich_Baseline,Hidden_Clique,90,0.0,0,71.2,1.3515625,1.111111111111111,1.7115732983053502,5.555555555555555,66.66666666666666
V1_Static_Greedy,Hidden_Clique,90,0.0,1,67.13333333333334,0.0057291666666666,6.759259259259259,2.6530645892397047,13.88888888888889,0.0
V2_Dynamic_Greedy,Hidden_Clique,90,0.0,1,69.0,0.0427083333333333,4.166666666666666,2.754532366785837,8.333333333333334,20.0
V3_Diverse_Beam_Static,Hidden_Clique,90,0.0,68,71.66666666666667,1.96875,0.4629629629629629,1.0352166562499026,2.7777777777777777,83.33333333333334
V3b_Standard_Beam,Hidden_Clique,90,0.0,68,71.6,0.3322916666666666,0.5555555555555556,1.1111111111111112,2.7777777777777777,80.0
V3c_Standard_Beam_Static,Hidden_Clique,90,0.0,68,71.6,0.2697916666666666,0.5555555555555555,1.111111111111111,2.7777777777777777,80.0
V4_Full_Proposed,Hidden_Clique,90,0.0,68,71.86666666666666,2.434375,0.1851851851851851,0.7047448102846179,2.7777777777777777,93.33333333333331
Fennich_Baseline,Hidden_Clique,100,0.0,0,88.26666666666667,2.2682291666666665,1.925925925925926,1.7099424515335804,4.444444444444445,36.66666666666666
V1_Static_Greedy,Hidden_Clique,100,0.0,1,83.4,0.0104166666666666,7.333333333333334,3.097855357974294,15.555555555555555,0.0
V2_Dynamic_Greedy,Hidden_Clique,100,0.0,1,85.0,0.053125,5.555555555555555,3.1295748406337194,11.11111111111111,10.0
V3_Diverse_Beam_Static,Hidden_Clique,100,0.0,82,89.53333333333333,3.4854166666666666,0.5185185185185186,0.9398946326258903,2.2222222222222223,76.66666666666667
V3b_Standard_Beam,Hidden_Clique,100,0.0,82,89.0,0.4916666666666666,1.1111111111111112,1.49071198499986,4.444444444444445,60.0
V3c_Standard_Beam_Static,Hidden_Clique,100,0.0,82,88.8,0.3895833333333333,1.3333333333333333,1.474055462380178,4.444444444444445,50.0
V4_Full_Proposed,Hidden_Clique,100,0.0,82,89.86666666666666,4.652604166666666,0.1481481481481481,0.5637958482276941,2.2222222222222223,93.33333333333331
Fennich_Baseline,Hidden_Clique,125,0.0,0,107.53333333333332,4.419791666666667,2.2424242424242418,2.100344935729641,5.454545454545454,36.66666666666666
V1_Static_Greedy,Hidden_Clique,125,0.0,1,100.46666666666668,0.0239583333333333,8.666666666666668,2.4249998816657645,12.727272727272728,3.333333333333333
V2_Dynamic_Greedy,Hidden_Clique,125,0.0,1,102.73333333333332,0.0979166666666666,6.606060606060605,2.6340986438909977,10.909090909090908,0.0
V3_Diverse_Beam_Static,Hidden_Clique,125,0.0,125,109.06666666666666,10.378125,0.8484848484848483,1.218166741954047,3.636363636363636,63.33333333333333
V3b_Standard_Beam,Hidden_Clique,125,0.0,125,108.0,1.0713541666666666,1.818181818181818,1.818181818181818,5.454545454545454,46.66666666666666
V3c_Standard_Beam_Static,Hidden_Clique,125,0.0,125,108.13333333333334,0.7765625,1.6969696969696968,1.6882894881435295,5.454545454545454,43.333333333333336
V4_Full_Proposed,Hidden_Clique,125,0.0,125,109.2,13.215625,0.7272727272727271,1.1299190295743005,3.636363636363636,66.66666666666666
Fennich_Baseline,Hidden_Clique,150,0.0,0,128.46666666666667,8.702083333333333,2.6767676767676765,2.356637384115608,6.0606060606060606,36.66666666666666
V1_Static_Greedy,Hidden_Clique,150,0.0,1,119.53333333333332,0.0182291666666666,9.444444444444445,2.270481494241315,13.636363636363637,0.0
V2_Dynamic_Greedy,Hidden_Clique,150,0.0,1,124.0,0.1296875,6.06060606060606,3.852975984396091,12.12121212121212,20.0
V3_Diverse_Beam_Static,Hidden_Clique,150,0.0,173,130.53333333333333,25.5515625,1.1111111111111112,1.953442384425628,6.0606060606060606,70.0
V3b_Standard_Beam,Hidden_Clique,150,0.0,173,128.86666666666667,1.9817708333333333,2.3737373737373733,2.2020433693526917,6.0606060606060606,40.0
V3c_Standard_Beam_Static,Hidden_Clique,150,0.0,173,128.46666666666667,1.5520833333333333,2.6767676767676765,2.555874935127272,7.575757575757576,40.0
V4_Full_Proposed,Hidden_Clique,150,0.0,173,131.46666666666667,31.218229166666667,0.404040404040404,0.9692179241658972,3.0303030303030303,83.33333333333334
Fennich_Baseline,Hidden_Clique,175,0.0,0,153.73333333333332,14.619270833333331,1.452991452991453,2.257489897503361,6.410256410256411,63.33333333333333
V1_Static_Greedy,Hidden_Clique,175,0.0,1,140.8,0.0286458333333333,9.743589743589745,2.859098920286792,14.102564102564102,3.333333333333333
V2_Dynamic_Greedy,Hidden_Clique,175,0.0,1,145.2,0.190625,6.923076923076923,3.9251153857111225,14.102564102564102,16.666666666666664
V3_Diverse_Beam_Static,Hidden_Clique,175,0.0,218,154.8,50.02552083333333,0.7692307692307694,1.7390589700321202,5.128205128205129,83.33333333333334
V3b_Standard_Beam,Hidden_Clique,175,0.0,218,152.06666666666666,3.540625,2.5213675213675213,2.8182456570594105,7.6923076923076925,53.333333333333336
V3c_Standard_Beam_Static,Hidden_Clique,175,0.0,218,151.6,2.5401041666666666,2.8205128205128203,2.9122606901539863,7.6923076923076925,50.0
V4_Full_Proposed,Hidden_Clique,175,0.0,218,155.0,55.934375,0.6410256410256411,1.533664788567786,5.128205128205129,83.33333333333334
Fennich_Baseline,Hidden_Clique,200,0.0,0,178.4,22.976041666666667,1.978021978021978,2.6441831469322774,7.6923076923076925,50.0
V1_Static_Greedy,Hidden_Clique,200,0.0,1,161.13333333333333,0.0333333333333333,11.465201465201464,3.280587389385699,17.582417582417584,3.333333333333333
V2_Dynamic_Greedy,Hidden_Clique,200,0.0,1,167.2,0.2666666666666666,8.13186813186813,3.695097498291133,14.285714285714286,10.0
V3_Diverse_Beam_Static,Hidden_Clique,200,0.0,250,181.26666666666668,82.12916666666666,0.4029304029304029,1.5142876636332885,6.593406593406593,93.33333333333331
V3b_Standard_Beam,Hidden_Clique,200,0.0,250,178.73333333333332,5.144791666666666,1.794871794871795,2.801419605128043,7.6923076923076925,70.0
V3c_Standard_Beam_Static,Hidden_Clique,200,0.0,250,174.86666666666667,3.724479166666667,3.91941391941392,3.528862521355704,8.791208791208792,43.333333333333336
V4_Full_Proposed,Hidden_Clique,200,0.0,250,181.33333333333331,93.61354166666666,0.3663003663003663,1.3940007236399037,5.494505494505495,93.33333333333331
Fennich_Baseline,Hidden_Clique,250,0.0,0,205.2,47.65677083333333,2.2857142857142856,2.866275423173987,7.619047619047619,50.0
V1_Static_Greedy,Hidden_Clique,250,0.0,1,187.13333333333333,0.0505208333333333,10.88888888888889,2.380105669552579,15.238095238095235,0.0
V2_Dynamic_Greedy,Hidden_Clique,250,0.0,1,189.6,0.4390625,9.714285714285715,2.285714285714286,14.285714285714286,0.0
V3_Diverse_Beam_Static,Hidden_Clique,250,0.0,246,206.8,112.03697916666668,1.523809523809524,2.4664031237530204,6.666666666666667,70.0
V3b_Standard_Beam,Hidden_Clique,250,0.0,246,201.33333333333331,7.286979166666667,4.126984126984127,3.209333830120664,7.619047619047619,36.66666666666666
V3c_Standard_Beam_Static,Hidden_Clique,250,0.0,246,201.33333333333331,5.123958333333333,4.126984126984127,3.392520636798108,9.523809523809524,30.0
V4_Full_Proposed,Hidden_Clique,250,0.0,246,209.0,130.47864583333333,0.4761904761904762,1.4743619163701185,5.714285714285714,86.66666666666667
Fennich_Baseline,Hidden_Clique,300,0.0,0,270.53333333333336,93.3140625,0.5392156862745098,1.8555597716996264,9.558823529411764,86.66666666666667
V1_Static_Greedy,Hidden_Clique,300,0.0,1,236.86666666666667,0.0729166666666666,12.916666666666666,2.6078477443568326,16.91176470588235,0.0
V2_Dynamic_Greedy,Hidden_Clique,300,0.0,1,249.53333333333333,0.725,8.259803921568626,5.142446579625145,15.441176470588236,23.33333333333333
V3_Diverse_Beam_Static,Hidden_Clique,300,0.0,177,269.8666666666667,85.046875,0.7843137254901962,2.370745546930147,8.823529411764707,90.0
V3b_Standard_Beam,Hidden_Clique,300,0.0,177,264.93333333333334,7.8984375,2.598039215686275,3.994722104290066,10.294117647058824,70.0
V3c_Standard_Beam_Static,Hidden_Clique,300,0.0,177,251.53333333333333,6.234375,7.524509803921569,4.226857633248289,11.764705882352942,23.33333333333333
V4_Full_Proposed,Hidden_Clique,300,0.0,177,270.6666666666667,85.82916666666667,0.4901960784313725,1.8754680970533375,8.088235294117647,93.33333333333331
Fennich_Baseline,Hidden_Clique,400,0.0,0,378.3333333333333,276.1765625,0.4385964912280702,1.833909809816455,10.0,90.0
V1_Static_Greedy,Hidden_Clique,400,0.0,1,322.06666666666666,0.1322916666666666,15.24561403508772,1.552309412506922,18.94736842105263,0.0
V2_Dynamic_Greedy,Hidden_Clique,400,0.0,1,344.3333333333333,1.4973958333333333,9.385964912280702,6.40591158956483,16.842105263157894,30.0
V3_Diverse_Beam_Static,Hidden_Clique,400,0.0,98,366.6,51.26979166666667,3.5263157894736845,5.011805085233566,12.105263157894736,66.66666666666666
V3b_Standard_Beam,Hidden_Clique,400,0.0,98,368.6,8.402604166666666,3.0,4.98038627625982,12.105263157894736,73.33333333333333
V3c_Standard_Beam_Static,Hidden_Clique,400,0.0,98,340.7333333333333,5.219270833333334,10.333333333333334,4.2552088189596144,14.736842105263158,13.333333333333334
V4_Full_Proposed,Hidden_Clique,400,0.0,98,378.73333333333335,50.87291666666667,0.3333333333333333,1.8257418583505536,10.0,96.66666666666669
Fennich_Baseline,Hidden_Clique,500,0.0,0,459.0,588.1078125,0.6493506493506495,2.012412965280281,10.822510822510823,80.0
V1_Static_Greedy,Hidden_Clique,500,0.0,1,390.4,0.1958333333333333,15.497835497835494,3.2556875631105053,19.047619047619047,3.333333333333333
V2_Dynamic_Greedy,Hidden_Clique,500,0.0,1,404.8666666666667,2.496354166666667,12.366522366522364,5.012036552330368,16.450216450216452,13.333333333333334
V3_Diverse_Beam_Static,Hidden_Clique,500,0.0,110,450.8,87.5,2.4242424242424243,4.865205141904962,12.987012987012989,80.0
V3b_Standard_Beam,Hidden_Clique,500,0.0,110,431.4666666666666,22.3109375,6.608946608946609,6.210206132785116,13.852813852813853,46.66666666666666
V3c_Standard_Beam_Static,Hidden_Clique,500,0.0,110,410.06666666666666,14.436458333333333,11.24098124098124,5.094612592752171,15.151515151515152,16.666666666666664
V4_Full_Proposed,Hidden_Clique,500,0.0,110,460.06666666666666,88.5703125,0.4184704184704185,2.292056878448748,12.554112554112557,96.66666666666669
Fennich_Baseline,Hidden_Clique,600,0.0,0,552.0,1052.1244791666666,0.0,0.0,0.0,100.0
V1_Static_Greedy,Hidden_Clique,600,0.0,1,462.1333333333333,0.4364583333333333,16.28019323671497,3.259437867847368,19.92753623188406,3.333333333333333
V2_Dynamic_Greedy,Hidden_Clique,600,0.0,1,489.73333333333335,6.158333333333333,11.280193236714975,7.45281625400685,17.753623188405797,30.0
V3_Diverse_Beam_Static,Hidden_Clique,600,0.0,132,532.3333333333334,161.3125,3.56280193236715,5.918921823898554,14.492753623188406,73.33333333333333
V3b_Standard_Beam,Hidden_Clique,600,0.0,132,521.9333333333333,39.975,5.446859903381642,6.6981529965240405,15.217391304347826,60.0
V3c_Standard_Beam_Static,Hidden_Clique,600,0.0,132,487.0,26.435416666666665,11.77536231884058,5.311607384104226,15.579710144927535,16.666666666666664
V4_Full_Proposed,Hidden_Clique,600,0.0,132,549.8666666666667,163.096875,0.3864734299516908,2.1168021546093385,11.594202898550725,96.66666666666669
